customer_id,plan_type,tenure_months,monthly_spend,monthly_usage_gb,call_minutes,message_count,days_since_last_payment,complaints_count,is_churned
CUS0000803,standard,19,44.93,0.0,414,79,12,0,0
CUS0001760,STANDARD,57,45.84,15.62,805,28,23,1,0
CUS0004892,basic,17,11.4,16.93,579,168,15,1,0
CUS0002676,basic,25,18.54,10.34,518,289,40,1,0
CUS0003698,STANDARD,13,32.83,6.13,236,246,74,0,0
CUS0006827,premium,20,86.63,5.3,694,271,4,0,0
CUS0003801,premium,44,75.24,7.94,715,105,62,4,1
CUS0003544,standard,5,33.74,14.26,106,114,35,0,0
CUS0004389,standard,26,37.13,0.5,623,110,38,0,0
CUS0007891,basic,56,11.82,6.84,428,51,12,0,1
CUS0005069,basic,69,11.92,5.18,604,189,3,2,0
CUS0001469, standard,10,59.09,,255,175,72,0,0
CUS0004495,premium,55,110.66,7.97,923,274,10,4,0
CUS0002684,basic,60,19.91,0.0,398,90,4,4,0
CUS0005130,premium,20,106.8,1.14,268,168,23,2,0
CUS0006197,standard,71,34.19,8.32,628,224,13,0,0
CUS0004610,Basic,32,11.26,7.73,56,197,29,0,0
CUS0002571,standard,2,43.43,9.69,395,77,67,0,0
CUS0004707,basic,41,23.84,8.29,183,150,18,0,0
CUS0000391,Standard,21,40.36,8.97,661,117,86,3,0
CUS0006400,basic,22,11.94,14.21,838,148,9,0,0
CUS0007383,basic,26,24.13,2.29,277,134,12,0,0
CUS0006425,basic,21,13.75,8.82,70,126,5,2,0
CUS0007064,standard,69,49.51,8.64,348,206,12,3,0
CUS0002733,premium,72,112.84,11.62,546,41,11,0,0
CUS0002918,standard,7,56.61,9.99,951,255,24,0,0
CUS0001263,premium,58,,5.46,740,207,64,1,0
CUS0001799,basic,18,15.92,9.43,367,237,1,0,1
CUS0004203,premium,68,94.99,8.09,173,72,2,0,0
CUS0001615,standard,50,53.08,3.9,844,300,34,2,1
CUS0005192,premium,6,84.19,19.39,415,299,43,2,0
CUS0001693,premium,14,,13.38,698,214,12,0,0
CUS0007999,basic,35,18.87,11.87,522,249,49,0,0
CUS0005603,basic,31,27.88,6.67,281,117,12,1,0
CUS0005650,standard,62,60.27,9.82,397,248,15,3,0
CUS0004001,basic,7,14.51,15.42,241,297,13,0,0
CUS0007844,basic,20,15.0,6.41,938,60,41,0,0
CUS0001548,premium,1,67.7,12.17,766,228,54,4,1
CUS0006498,premium,29,108.62,7.62,401,33,14,1,0
CUS0005780,standard,10,44.87,4.59,319,86,40,2,0
CUS0007380, premium,13,84.88,17.24,721,230,9,0,0
CUS0005138,standard,41,39.44,5.5,747,261,28,2,0
CUS0001407,Standard,54,56.53,1.91,853,270,33,0,0
CUS0005002,basic,22,19.44,2.31,446,268,49,2,1
CUS0001018,standard,3,39.81,7.75,395,117,23,0,0
CUS0002479,basic,10,13.31,4.61,60,119,23,1,0
CUS0000746,basic,4,26.3,5.05,785,92,14,2,1
CUS0006365,standard,38,30.83,6.5,685,300,8,1,0
CUS0007142,premium,10,119.87,14.97,643,83,24,0,0
CUS0004843,standard,40,61.74,0.0,647,100,11,1,0
CUS0005055,standard,16,32.98,12.07,406,195,7,0,0
CUS0003982,basic,47,14.94,16.28,844,170,24,0,0
CUS0007278,standard,5,,7.35,955,299,34,0,0
CUS0001936,standard,34,34.39,8.92,313,115,50,3,0
CUS0007540,standard,42,68.54,13.35,199,200,35,2,0
CUS0003451,premium,33,114.09,0.0,903,25,39,1,0
CUS0007786,basic,29,15.82,6.35,75,254,45,0,0
CUS0007598,basic,52,29.83,13.75,842,11,47,1,0
CUS0005353,standard,25,53.42,9.69,300,243,13,2,0
CUS0006431,basic,40,26.84,12.5,954,58,84,0,0
CUS0007089,basic,45,15.69,1.13,442,82,6,0,0
CUS0004850,premium,41,66.76,15.05,849,170,5,4,1
CUS0004715,premium,3,86.76,4.73,495,293,25,1,0
CUS0005559,basic,31,,0.0,550,153,10,3,0
CUS0004192,premium,32,60.61,3.32,454,131,20,4,1
CUS0007300,basic,44,17.44,3.0,425,184,48,0,1
CUS0004481,BASIC,12,16.9,8.26,538,120,71,0,0
CUS0002358,basic,54,29.04,,442,291,5,2,0
CUS0007126,basic,48,19.19,10.8,570,48,56,0,0
CUS0001370,basic,13,20.28,4.45,759,95,41,0,1
CUS0004836,basic,49,29.13,,54,19,8,0,0
CUS0003472,premium,7,61.08,7.32,331,136,32,2,0
CUS0007952,basic,49,24.23,5.87,686,91,32,0,0
CUS0007231,standard,52,41.96,4.81,991,274,21,0,0
CUS0005276,standard,5,64.02,12.97,73,34,35,0,0
CUS0001801,Basic,46,11.87,8.0,436,197,70,2,0
CUS0001252,basic,72,28.24,8.9,557,155,32,0,0
CUS0004080,basic,34,26.9,2.56,17,104,62,0,1
CUS0000741,standard,24,53.49,1.56,481,73,57,2,1
CUS0001326,standard,55,51.36,6.31,65,141,34,1,0
CUS0000750,standard,30,61.45,,604,31,27,1,1
CUS0000715,basic,41,13.91,11.89,481,166,43,0,1
CUS0005117,premium,60,91.14,11.04,559,151,35,0,0
CUS0004186,standard,58,60.28,3.14,679,51,14,1,0
CUS0005202,standard,24,57.77,3.61,824,273,25,3,0
CUS0004392,basic,8,10.64,7.35,382,86,0,2,0
CUS0004935,premium,3,69.3,10.92,992,118,63,0,0
CUS0002911,basic,66,11.93,11.13,254,49,23,0,0
CUS0006979,basic,26,11.25,4.26,102,9,46,0,0
CUS0000067, basic,35,16.11,11.71,928,252,66,1,0
CUS0006044,standard,14,56.79,2.32,315,97,23,0,0
CUS0007522,premium,59,85.7,0.1,326,224,18,0,0
CUS0004440,basic,40,16.72,0.69,372,10,23,0,1
CUS0003922,basic,64,12.25,14.85,701,163,36,1,0
CUS0005829,standard,56,52.82,5.66,955,254,32,2,0
CUS0006257,standard,38,57.07,12.01,561,289,0,3,1
CUS0001491,premium,58,72.89,6.09,359,242,16,3,0
CUS0006966,basic,42,,10.24,765,76,12,3,1
CUS0000476,basic,58,14.08,13.43,624,7,2,4,0
CUS0006288,basic,18,21.58,19.71,244,179,25,7,1
CUS0003921,basic,5,14.37,15.22,506,237,1,3,0
CUS0003040,basic,17,11.24,27.87,733,231,2,0,0
CUS0003135,basic,13,22.65,0.0,66,72,26,1,0
CUS0004033,basic,61,16.1,0.04,908,157,43,1,0
CUS0004426,standard,36,37.29,4.85,949,89,25,0,0
CUS0003264,standard,53,5668.0,0.0,251,190,23,0,0
CUS0000123,standard,72,66.51,14.3,614,283,31,2,0
CUS0005693,premium,19,64.66,15.03,964,2,5,2,1
CUS0003175,basic,48,24.27,3.12,215,257,14,0,0
CUS0004708,standard,33,46.03,6.99,764,232,25,3,1
CUS0000965,standard,29,61.78,17.64,304,258,24,3,0
CUS0002665,BASIC,72,23.28,14.24,209,250,0,1,0
CUS0002167,basic,55,14.88,4.58,645,129,34,1,0
CUS0001473,standard,42,,9.82,497,208,17,3,0
CUS0002887,basic,1,25.46,1.71,345,14,48,1,1
CUS0000347,standard,62,47.62,0.0,901,223,3,5,0
CUS0005932,basic,4,22.34,14.9,346,280,8,0,0
CUS0002302,basic,51,17.85,3.08,763,50,18,0,1
CUS0001792,basic,35,26.6,4.57,123,155,28,0,0
CUS0004454,standard,14,68.17,8.23,557,252,53,0,0
CUS0007688,basic,7,22.78,21.99,897,279,14,4,1
CUS0007694,premium,37,85.44,4.25,177,27,49,0,0
CUS0007026,Basic,30,,17.76,571,210,13,0,0
CUS0003164,basic,33,13.67,15.25,405,6,25,1,0
CUS0004144,STANDARD,59,62.39,11.75,545,154,10,5,0
CUS0003885,standard,28,48.7,14.11,572,247,42,0,0
CUS0007190,standard,41,49.81,9.56,854,211,24,0,0
CUS0001727,basic,51,19.36,7.22,487,11,30,0,0
CUS0005139,premium,9,100.34,9.51,147,25,65,1,0
CUS0003940,standard,27,67.35,7.19,123,206,26,3,0
CUS0004204,basic,17,19.57,0.0,124,186,49,2,1
CUS0002875,basic,35,11.62,0.0,424,129,35,1,0
CUS0007851,standard,23,56.7,8.36,353,54,10,0,0
CUS0004679,premium,32,106.03,7.71,232,224,60,1,1
CUS0005967,basic,60,14.19,4.98,367,259,87,0,1
CUS0003443,premium,40,108.53,18.4,630,236,33,0,0
CUS0006641,standard,69,39.94,5.04,894,232,38,1,0
CUS0006275,premium,48,113.27,8.68,323,90,40,0,0
CUS0000888,standard,46,43.44,9.63,914,17,9,0,0
CUS0001990,Premium,43,69.08,16.19,566,172,26,3,1
CUS0006450,basic,42,16.52,9.26,426,177,12,2,0
CUS0003133,basic,53,29.97,,324,113,49,2,0
CUS0005537,basic,18,22.6,0.0,694,189,3,0,0
CUS0000752,basic,18,11.29,,270,297,3,0,0
CUS0006420,premium,26,69.97,4.14,570,38,6,0,0
CUS0002552,BASIC,53,14.67,8.49,309,163,20,0,0
CUS0000116, basic,68,21.39,2.76,984,95,26,2,0
CUS0000530,premium,1,78.67,8.48,901,266,8,1,1
CUS0007876,basic,67,10.23,11.32,717,220,0,0,0
CUS0001296,standard,1,31.65,10.22,284,235,15,0,0
CUS0007910,standard,26,49.3,6.7,258,275,2,0,0
CUS0007154,basic,26,27.33,4.92,54,244,5,0,0
CUS0005646,basic,35,28.85,6.13,719,97,40,2,0
CUS0004635,standard,14,68.15,1.52,803,51,19,0,0
CUS0000039,basic,27,18.02,4.86,762,85,14,0,0
CUS0003937,standard,7,38.86,14.02,158,175,15,4,1
CUS0002857,standard,56,46.53,19.61,744,161,31,1,0
CUS0004295,basic,2,19.57,3.39,513,262,16,2,1
CUS0007798,standard,5,35.1,6.06,805,298,13,0,0
CUS0006204,BASIC,67,20.5,10.18,198,137,23,2,0
CUS0003679,premium,59,81.7,9.95,968,276,32,1,0
CUS0001509,basic,66,18.62,3.04,719,117,1,0,0
CUS0000228,premium,67,63.44,5.07,989,42,58,0,0
CUS0005375,basic,11,25.41,13.78,499,62,0,0,0
CUS0005907,basic,13,10.92,5.92,910,297,21,0,0
CUS0006826,standard,10,57.87,0.0,221,256,12,2,1
CUS0000379, basic,26,13.87,11.55,691,142,18,1,1
CUS0005089,basic,61,12.97,12.88,977,64,73,0,0
CUS0000148,basic,57,10.24,4.57,277,159,53,4,1
CUS0003276,basic,45,10.44,0.4,642,102,45,1,0
CUS0000654,basic,36,14.37,3.62,752,137,10,0,0
CUS0007186,basic,62,15.86,7.64,478,237,22,4,0
CUS0006052,premium,7,61.32,1.6,266,126,9,0,0
CUS0005403,basic,26,11.8,11.0,734,15,49,0,0
CUS0007272,basic,32,14.34,3.24,157,229,46,0,1
CUS0007185,basic,1,26.44,9.5,591,273,10,1,0
CUS0005000,standard,49,33.55,7.89,773,70,17,1,0
CUS0000553,premium,6,86.04,7.66,583,84,19,1,0
CUS0007619,standard,61,63.08,8.43,254,155,1,1,0
CUS0001090,Basic,51,18.05,14.51,641,254,50,1,0
CUS0002830,premium,17,112.23,5.87,26,80,12,0,0
CUS0001210,STANDARD,69,61.13,15.18,843,46,16,1,0
CUS0003411,standard,46,60.27,5.29,786,46,35,0,0
CUS0004435,standard,11,47.01,3.63,103,55,12,1,0
CUS0004364,Basic,37,13.94,12.37,142,42,0,0,0
CUS0006441,basic,15,27.86,3.45,581,153,25,0,1
CUS0005623,standard,59,40.24,7.23,937,24,4,0,0
CUS0002268,Premium,55,71.91,10.78,844,173,0,1,0
CUS0002889,standard,9,63.89,11.44,960,70,6,0,0
CUS0006546,standard,21,68.62,15.46,773,258,9,1,0
CUS0000916, standard,51,59.77,7.63,639,284,39,1,1
CUS0006913,standard,70,36.55,0.0,733,237,67,0,0
CUS0005748,standard,62,69.77,11.38,377,50,28,1,0
CUS0000826, standard,48,57.01,4.38,368,225,24,3,1
CUS0004089,standard,48,69.26,4.21,300,233,5,2,1
CUS0001608,premium,15,101.84,13.13,993,190,16,1,0
CUS0002459,premium,43,83.04,18.6,629,248,29,2,0
CUS0005855,premium,18,112.25,5.51,366,93,15,2,1
CUS0006937,standard,23,53.91,9.79,645,17,21,1,0
CUS0004659,standard,48,41.59,13.4,376,107,36,0,0
CUS0006907,basic,23,28.41,6.13,296,94,0,3,0
CUS0005331,basic,15,10.09,1.11,707,46,2,0,0
CUS0006811,basic,11,10.18,4.71,15,32,28,0,0
CUS0007974,BASIC,19,23.27,16.69,999,37,37,2,1
CUS0004961,basic,3,24.91,5.98,884,29,50,0,0
CUS0005879,basic,39,20.33,12.85,345,59,15,0,0
CUS0000999,standard,22,44.78,8.55,819,77,12,0,0
CUS0007874,premium,13,117.5,14.42,216,173,15,1,0
CUS0000282,standard,49,51.48,0.0,606,183,3,1,0
CUS0002309,standard,30,35.67,0.0,575,39,28,0,1
CUS0007306,premium,17,79.23,4.05,25,266,45,2,1
CUS0006652,premium,36,93.58,6.44,1000,85,40,1,0
CUS0004795,premium,54,69.89,11.18,61,270,3,2,0
CUS0002233,basic,52,14.79,9.04,640,99,21,0,0
CUS0001490,basic,3,18.23,8.19,967,142,13,6,0
CUS0004548,premium,47,114.67,2.85,618,285,62,0,0
CUS0000550,premium,70,78.5,7.14,485,172,6,0,0
CUS0004627,standard,13,45.38,,751,148,75,0,0
CUS0006215,premium,36,100.04,5.77,973,113,44,1,0
CUS0000141,basic,37,10.29,14.07,152,285,37,1,0
CUS0000678,premium,15,61.47,0.0,396,16,7,0,0
CUS0007827,premium,69,77.43,,281,96,46,5,0
CUS0005679,standard,65,30.07,8.71,233,120,7,1,0
CUS0005102,premium,61,116.28,6.84,745,280,42,0,0
CUS0007770,basic,37,11.93,12.83,991,290,31,2,0
CUS0005066,premium,54,89.53,12.87,506,181,14,1,0
CUS0007319,basic,17,15.03,8.46,658,26,27,1,0
CUS0001126,basic,69,,17.58,140,99,5,2,0
CUS0007543,standard,68,43.86,11.7,824,153,2,1,0
CUS0003235,basic,17,16.41,6.23,662,263,1,1,0
CUS0003090,standard,21,55.94,22.71,216,272,40,2,0
CUS0007576,basic,40,18.25,5.95,313,288,17,1,0
CUS0000548,basic,42,15.93,0.0,196,206,0,1,0
CUS0004883,standard,28,47.54,11.85,200,77,70,0,0
CUS0002292,BASIC,35,18.49,14.74,221,95,44,1,0
CUS0000903,basic,63,15.04,11.68,998,276,0,5,1
CUS0004646,standard,59,34.6,18.22,732,39,8,0,0
CUS0007248,basic,49,10.99,18.07,56,199,50,2,0
CUS0001611,basic,56,14.77,15.93,107,246,42,0,0
CUS0001394,basic,26,11.66,0.0,460,139,37,0,0
CUS0001599,basic,36,18.43,0.0,779,68,28,0,0
CUS0002602,basic,60,26.89,13.08,124,125,46,0,0
CUS0007761,premium,10,67.16,6.11,826,284,13,1,1
CUS0001359,basic,71,26.11,6.0,369,96,20,6,1
CUS0003268,basic,51,15.5,12.66,726,45,0,0,0
CUS0005127,basic,16,,9.84,590,161,5,0,0
CUS0000155,basic,48,14.3,8.31,96,254,7,1,0
CUS0003335,basic,34,26.27,0.0,741,242,25,1,0
CUS0007103,standard,22,42.63,14.1,862,17,20,2,0
CUS0004348,BASIC,68,25.83,7.98,962,145,63,1,0
CUS0001016,Basic,40,21.32,2.27,86,28,16,2,0
CUS0007255,standard,48,67.57,4.81,652,231,8,2,0
CUS0002360,standard,22,58.9,6.15,17,0,47,0,0
CUS0005250,premium,8,61.44,3.58,8,73,6,1,0
CUS0002590,premium,24,85.36,0.0,974,296,15,0,0
CUS0005783,basic,49,17.07,15.42,718,245,25,0,0
CUS0002229,premium,35,107.79,,713,78,48,0,0
CUS0007847,standard,63,38.46,2.09,353,211,40,3,0
CUS0001678,basic,71,22.05,11.98,118,157,7,0,0
CUS0006802,BASIC,72,16.54,8.07,773,177,6,2,0
CUS0007139,standard,21,62.27,15.46,832,134,7,2,0
CUS0007402,standard,62,43.41,11.69,502,36,13,0,0
CUS0007609,basic,63,15.55,8.88,810,236,22,1,0
CUS0004177,basic,43,22.38,6.42,989,123,22,0,0
CUS0003156,basic,6,19.88,2.15,858,179,65,1,1
CUS0004525,STANDARD,22,49.54,10.46,282,186,43,1,1
CUS0004218,standard,2,,0.57,715,34,1,0,1
CUS0003365,basic,65,28.81,8.37,251,210,9,6,0
CUS0006558,standard,28,46.62,11.2,579,180,8,0,0
CUS0007666,basic,17,19.15,7.77,723,241,24,1,1
CUS0007649,standard,56,57.73,0.0,65,73,15,0,1
CUS0002976,basic,9,27.19,4.51,359,3,21,3,0
CUS0001163,standard,23,58.94,7.14,903,38,47,0,0
CUS0005135,premium,28,72.6,0.58,594,32,3,0,0
CUS0007367,basic,21,20.36,16.55,828,89,63,1,1
CUS0002923,standard,8,35.17,11.8,949,204,39,0,0
CUS0001440,standard,29,,3.45,443,269,1,0,0
CUS0000707,basic,44,24.94,6.82,366,135,68,2,1
CUS0006585,basic,26,,6.07,36,235,13,0,0
CUS0003406,premium,42,93.87,4.17,800,200,19,0,0
CUS0000523,basic,47,22.43,8.03,838,173,49,3,0
CUS0003565,standard,66,45.76,8.02,629,59,30,1,0
CUS0001466,basic,56,11.34,0.37,903,131,27,3,0
CUS0001098,basic,55,10.59,13.74,44,88,19,0,0
CUS0001027,basic,18,23.15,7.6,951,176,40,3,1
CUS0005956,basic,7,12.35,10.84,272,38,4,1,0
CUS0002371,standard,1,,8.89,561,13,0,0,0
CUS0004870,basic,18,29.5,7.74,789,67,11,1,0
CUS0006744,basic,3,26.1,11.77,216,298,11,2,0
CUS0003516,basic,23,20.33,10.04,931,58,59,3,1
CUS0005785,basic,57,28.72,6.45,492,249,16,6,0
CUS0003256,basic,4,25.29,12.49,563,294,12,6,1
CUS0005764,standard,62,67.15,12.94,452,13,15,0,0
CUS0006173,basic,40,20.36,19.26,211,187,19,0,0
CUS0000985,basic,41,25.32,6.53,853,103,3,0,0
CUS0007822,basic,8,21.22,2.57,637,30,11,1,0
CUS0001319,standard,18,,4.84,735,227,54,3,1
CUS0005373,standard,31,,19.22,498,72,23,0,0
CUS0002442,standard,46,69.13,6.93,905,53,12,1,0
CUS0003930,basic,62,20.65,16.75,488,66,43,0,0
CUS0007950,basic,68,17.3,5.28,905,230,2,2,1
CUS0004202,basic,10,19.69,7.33,511,139,30,0,0
CUS0007565,standard,53,51.55,14.19,634,154,42,0,0
CUS0006992,premium,18,114.87,8.36,633,250,8,2,0
CUS0007436,standard,11,38.81,1.74,254,278,30,0,1
CUS0005405,basic,18,18.15,8.09,21,25,40,1,0
CUS0006130,basic,69,20.67,8.93,950,224,10,5,0
CUS0002013,BASIC,1,17.57,8.6,804,216,8,1,0
CUS0005344,Premium,24,,10.15,522,77,7,1,0
CUS0003494,basic,54,12.76,7.54,964,0,30,1,0
CUS0000958,basic,60,12.56,11.73,204,172,0,3,0
CUS0005263,basic,37,17.18,10.14,771,289,39,0,0
CUS0005501,basic,13,27.9,3.53,31,233,32,0,1
CUS0001987,standard,6,35.68,14.92,612,188,24,2,0
CUS0001410,basic,37,20.96,8.76,788,152,0,0,1
CUS0005593,basic,34,15.9,5.49,353,190,42,6,1
CUS0000904,standard,8,53.58,15.96,520,201,48,3,0
CUS0006570,basic,61,29.25,10.82,55,232,41,2,0
CUS0005079,basic,62,20.36,10.17,392,288,7,2,0
CUS0002247,basic,12,15.88,16.48,287,154,28,4,0
CUS0003619,premium,61,118.99,5.37,546,132,63,1,0
CUS0005261,premium,50,117.74,7.59,605,256,52,2,0
CUS0003236,basic,62,23.5,9.23,480,157,8,0,0
CUS0007294,premium,37,97.94,9.91,774,267,30,0,0
CUS0007445,premium,26,107.85,12.4,173,239,23,0,0
CUS0003306,basic,26,20.38,3.26,408,129,44,3,0
CUS0005322,standard,43,32.29,2.95,449,169,25,0,1
CUS0007714,premium,23,70.66,0.0,569,29,27,7,1
CUS0001878,basic,14,27.49,9.54,508,172,13,0,0
CUS0001202,basic,32,15.68,4.59,698,42,1,0,0
CUS0006564,basic,64,10.61,3.49,334,114,34,0,1
CUS0002112,standard,33,,2.59,972,69,54,0,0
CUS0001213,basic,37,11.44,8.39,784,235,46,5,1
CUS0006244,basic,50,20.67,20.69,744,191,27,3,0
CUS0000799,standard,54,57.2,7.63,659,183,3,2,0
CUS0000205,premium,50,108.08,13.38,373,44,44,1,0
CUS0003446,standard,41,58.84,0.0,421,1,12,0,0
CUS0006190,basic,61,18.5,3.51,942,150,19,0,0
CUS0007318,premium,62,86.24,5.66,881,1,34,1,0
CUS0004173,Standard,37,52.41,10.85,612,191,7,0,0
CUS0001525,standard,43,54.62,2.37,174,241,22,1,0
CUS0006712,standard,6,30.73,10.71,602,21,51,1,1
CUS0004625,standard,64,65.1,7.47,135,261,17,1,0
CUS0001392,basic,19,25.41,7.06,851,135,60,5,1
CUS0001005,premium,70,85.65,14.38,993,45,17,1,0
CUS0002732,basic,69,21.28,5.01,971,94,29,3,0
CUS0002532,basic,52,19.78,13.37,326,276,49,8,0
CUS0001178,basic,31,12.38,23.83,866,148,2,0,0
CUS0001870, basic,1,28.04,13.15,111,65,17,0,0
CUS0005123, premium,48,101.34,16.07,903,106,10,1,0
CUS0004826,standard,56,60.75,20.56,945,9,37,0,0
CUS0000069,Basic,60,25.38,21.53,377,234,62,1,0
CUS0007490,basic,21,12.86,4.6,228,25,39,5,1
CUS0006473,basic,21,24.76,7.9,443,73,51,3,0
CUS0002979,BASIC,22,20.16,,809,235,52,3,0
CUS0006581,basic,54,12.48,22.58,625,265,3,2,0
CUS0005577,premium,66,68.74,,661,263,73,1,0
CUS0007712,premium,66,63.56,14.68,425,48,23,0,0
CUS0000805,premium,17,118.34,5.74,631,288,16,0,0
CUS0004531, basic,53,26.54,1.01,909,58,7,1,0
CUS0006191,basic,59,24.41,4.82,146,187,16,3,0
CUS0000357,premium,67,74.1,1.12,342,124,1,2,0
CUS0006839,standard,14,48.04,13.37,332,113,67,2,0
CUS0000495,premium,24,100.44,2.13,660,214,51,7,0
CUS0002811,basic,2,23.18,10.78,9,168,9,0,1
CUS0000240,standard,31,31.17,4.27,473,217,27,2,1
CUS0003169,basic,32,23.34,8.49,645,163,16,2,0
CUS0004304,basic,29,21.09,8.65,172,74,67,1,0
CUS0004778,BASIC,48,,8.57,560,158,16,0,0
CUS0003447,standard,63,57.4,2.25,964,224,5,0,0
CUS0007421,basic,9,26.19,6.44,356,96,21,4,1
CUS0000020,premium,56,76.3,11.16,25,107,22,1,0
CUS0005626,standard,10,52.75,10.29,514,235,25,0,1
CUS0006235,basic,47,14.97,0.0,858,178,28,0,0
CUS0007413,basic,30,26.36,11.51,919,121,60,2,0
CUS0003775,basic,23,19.49,8.15,400,217,16,2,0
CUS0003763,standard,72,47.48,0.0,683,293,8,3,0
CUS0000475,premium,58,,0.0,787,105,16,0,0
CUS0000804,PREMIUM,67,65.42,9.75,646,188,15,1,0
CUS0007497,premium,29,105.83,12.78,488,187,20,2,0
CUS0002613,standard,4,39.47,1.98,681,44,39,2,0
CUS0004382,standard,57,36.18,8.04,914,264,35,7,0
CUS0003578,standard,9,39.81,0.0,990,86,30,0,0
CUS0004447,standard,60,60.54,10.82,965,121,0,2,0
CUS0005833,basic,71,18.31,12.35,816,283,23,0,0
CUS0007505,standard,41,31.4,6.47,475,68,2,0,0
CUS0002876,premium,40,111.29,1.56,27,222,41,1,0
CUS0005929,basic,4,14.63,3.09,693,83,34,3,1
CUS0003259,basic,15,25.45,12.92,589,299,17,0,0
CUS0007474,Basic,25,23.42,9.09,61,42,17,4,0
CUS0007604,basic,24,17.1,12.15,510,203,70,4,1
CUS0001624,standard,24,31.02,8.96,27,237,12,0,0
CUS0004135,premium,51,91.09,0.0,260,236,17,0,0
CUS0000632,basic,14,13.06,7.08,708,5,23,2,0
CUS0007368,basic,6,17.47,,501,220,25,2,0
CUS0006071,premium,17,89.59,16.12,982,167,14,1,0
CUS0002637,standard,10,43.24,11.09,673,106,5,1,0
CUS0000856,basic,68,27.56,3.76,833,51,46,0,0
CUS0000560,standard,20,55.71,11.5,925,193,30,1,0
CUS0000775,premium,22,93.65,7.87,343,1,18,1,0
CUS0005070, basic,38,,4.22,213,87,8,3,0
CUS0001960,basic,71,29.61,0.0,575,34,19,2,0
CUS0000497,standard,7,56.97,14.49,800,290,19,0,0
CUS0000598,premium,8,99.21,4.95,12,186,10,3,0
CUS0005983,STANDARD,13,43.68,4.13,994,0,60,1,1
CUS0005647,standard,25,43.52,18.61,110,56,0,1,0
CUS0002261,basic,47,,0.0,400,21,63,1,0
CUS0002126,basic,30,21.1,10.41,343,131,24,3,0
CUS0004562,BASIC,34,29.93,7.49,741,240,5,2,1
CUS0002388,basic,62,12.86,0.0,812,221,23,4,0
CUS0003766, standard,43,43.02,10.15,578,64,31,1,0
CUS0003502,standard,35,52.63,0.0,565,173,42,1,0
CUS0004658,premium,53,76.99,0.0,616,103,40,1,0
CUS0007530,premium,66,67.92,23.54,26,199,30,0,0
CUS0003103,premium,31,71.23,12.35,939,172,34,0,0
CUS0001642,basic,13,14.12,18.72,52,234,25,1,0
CUS0001907,standard,57,62.9,7.52,839,113,12,1,0
CUS0005106,basic,11,19.47,5.78,284,209,19,1,0
CUS0002480,standard,45,58.75,5.76,4,135,8,0,0
CUS0006113,basic,11,27.35,5.03,902,244,46,2,0
CUS0007634,basic,21,19.82,6.12,101,65,1,1,0
CUS0004791,standard,19,54.76,12.07,328,283,18,0,0
CUS0006332,basic,16,17.77,7.19,255,44,33,1,1
CUS0000870,basic,45,19.8,12.47,130,56,41,0,0
CUS0006714,standard,16,49.88,7.26,924,85,1,2,0
CUS0002127,PREMIUM,24,105.06,0.0,963,130,29,0,0
CUS0004021,standard,61,39.31,8.58,982,203,18,0,0
CUS0007447,basic,63,14.49,5.34,316,212,19,0,0
CUS0000419,standard,49,43.44,6.35,280,287,60,1,0
CUS0005354,premium,46,97.53,10.09,385,31,19,1,0
CUS0005238,standard,58,55.27,4.31,331,164,37,2,0
CUS0003037,premium,58,99.39,13.22,970,33,41,0,0
CUS0005683,standard,3,53.03,3.26,711,26,31,0,0
CUS0006018,basic,4,22.99,,783,221,29,0,0
CUS0003333,standard,58,40.73,10.06,948,165,75,0,0
CUS0000653,premium,38,77.89,18.11,1,161,7,2,0
CUS0004386, premium,14,117.71,6.77,113,274,17,0,0
CUS0007759,basic,68,18.96,11.35,290,171,32,1,0
CUS0003023,basic,64,28.02,0.0,614,94,18,0,0
CUS0002057,premium,14,94.36,8.39,654,275,11,0,0
CUS0000564,premium,59,118.22,16.46,968,52,18,0,0
CUS0004571,premium,16,112.67,11.46,628,13,29,1,0
CUS0000571,basic,72,18.77,5.77,564,116,36,3,0
CUS0005689,standard,32,31.48,3.7,962,249,47,0,0
CUS0003177, standard,49,,1.43,691,211,3,0,0
CUS0006474,premium,56,102.47,8.57,972,93,29,0,0
CUS0001766,basic,46,12.84,8.7,333,62,16,0,0
CUS0003281,standard,56,66.07,12.63,409,169,66,0,0
CUS0005605,basic,35,13.23,11.78,147,33,16,2,1
CUS0002455,premium,19,103.49,,591,287,55,1,0
CUS0003393,standard,43,50.95,0.0,838,283,12,8,0
CUS0004821,basic,34,10.23,15.02,515,154,53,0,0
CUS0006613,basic,1,17.78,0.76,589,37,13,0,0
CUS0001795, standard,11,45.29,11.51,558,197,68,0,0
CUS0000875,premium,8,66.48,5.88,576,191,24,0,1
CUS0007546,premium,43,85.67,9.71,90,58,28,0,0
CUS0000959,basic,5,23.62,16.73,93,82,20,2,0
CUS0002932, basic,38,23.51,,28,297,43,0,1
CUS0003059,standard,17,48.19,15.73,687,85,22,1,0
CUS0000618,standard,1,39.89,13.2,706,287,6,0,1
CUS0003672,basic,69,20.71,16.06,93,222,16,4,0
CUS0002175,standard,71,,13.87,255,45,17,1,0
CUS0001052,basic,31,25.69,4.78,376,191,34,2,0
CUS0002048,BASIC,17,24.98,15.87,133,251,18,1,0
CUS0000435,premium,57,90.52,4.54,132,254,19,1,0
CUS0004183, basic,21,14.16,8.21,111,0,29,3,0
